,blue,catholic,display,estimated_total_visits,green,lat,lon,name,no_religion,no_withdrawn,estimated_non_christian_string,other,other_christian,other_religion,other_string,protestant,radius_freq,red,pupils_total_2024_25,unclassified,url
401-6201,90.0,40.0,2nd Saintfield Presbyterian: 4 or 5 visits<br>Ballymagarrick Gospel Hall: twice<br>Ballynahinch Baptist: once<br>Child Evangelism Fellowship: 4 or 5 visits<br>Saintfield Parish Church: 4 or 5 visits<br>St Saintfield Presbyterian: twice,20.0,110.0,54.454743,-5.831135,"Academy Primary School, Ballynahinch",137.0,Zero,137-143 (31-32%),188.0,45.0,0.0,188 (43%),213.0,218.97618897628348,231.0,441.0,6.0,20.0
401-6202,113.0,26.0,"Baptist Church, Crumlin: <1/month<br>Child Evangelism Fellowship: <1/month<br>Church of Ireland, Ballinderry: <1/month<br>Methodist Church, Magheragall: <1/month<br>New Testament Church, Ballynahinch: <1/month<br>Other Christian Charities: <1/month<br>Presbyterian Church In Ireland, Ballinderry: <1/month<br>Scripture Union: <1/month",25.0,79.0,54.548012,-6.255343,Ballinderry Primary School,63.0,5 or fewer,63-69 (25-28%),97.0,28.0,0.0,97 (39%),126.0,180.9142394252882,209.0,249.0,6.0,25.0
401-6235,120.0,85.0,"Downpatrick Parish (Roman Catholic): <1/month<br>First Non-Subscribing Presbyterian Church: <1/month<br>Lecale Group of Church of Ireland: twice monthly<br>Presbyterian Church, Downpatrick: monthly",32.0,70.0,54.329499,-5.718368,Downpatrick Primary School,31.0,5 or fewer,39-63 (19-30%),78.0,15.0,8.0,78 (38%),44.0,167.20981901912745,202.0,207.0,24.0,32.0
401-6396,109.0,2.5,Child Evangelism Fellowship: <1/month<br>Church of Ireland- Downpatrick Cathedral: <1/month<br>Crown Jesus Ministries: <1/month<br>Made for More: <1/month<br>Scripture Union: <1/month,17.0,83.0,54.471712,-5.675311,"Killinchy Primary School, Newtownards",52.0,Zero,52-72 (17-23%),106.5,36.0,0.0,105-108 (34-35%),198.0,189.87229570876,213.0,307.0,18.5,17.0
401-6399,86.0,7.0,Movilla Abbey: <1/month<br>Movilla Presbyterian: <1/month<br>Scrabo Hall: <1/month,10.0,115.0,54.594647,-5.666144,"Abbey Primary School, Newtownards",225.0,5 or fewer,231-236 (38-39%),294.0,58.0,6.0,294 (49%),305.0,239.6913204088655,234.0,606.0,5.0,10.0
401-6401,91.0,75.0,"Crown Jesus Ministries: <1/month<br>Elmwood Presbyterian Church,: <1/month<br>Emmanuel Baptist Church,: <1/month<br>Scripture Union: <1/month<br>St Mark's Church,: <1/month",15.0,108.0,54.525469,-6.067453,"Pond Park Primary School, Lisburn",169.0,Zero,184-206 (30-33%),262.0,56.0,15.0,262 (42%),286.0,225.92708769940683,229.0,623.0,22.0,15.0
401-6417,140.0,8.0,No External Visitors,0.0,46.0,54.50412,-6.192249,Maghaberry Primary School,127.0,Zero,127 (42%),149.0,22.0,0.0,149 (49%),148.0,166.82105101189654,181.0,305.0,0.0,0.0
401-6430,81.0,22.0,Ballycrochan Baptist: <1/month<br>Bangor Elim: <1/month<br>Crown Jesus Ministries: once<br>Free Methodist: <1/month<br>Hamilton Road Baptist: <1/month<br>Scripture Union: <1/month<br>West Church Bangor: <1/month,20.0,123.0,54.64445,-5.637199,"Ballymagee Primary School, Bangor",168.0,Zero,169-182 (41-44%),207.0,25.0,2.5,207 (50%),182.0,219.677909648585,237.0,411.0,11.5,20.0
401-6441,57.0,19.0,"Bethany Church: <1/month<br>Child Evangelism Fellowship: <1/month<br>Elmwood Presbyterian Church, Lisburn: <1/month<br>Emanuel Baptist Church: <1/month<br>Lisburn Free Presbyterian Church: <1/month<br>Salt Factory: <1/month<br>Scripture Union: <1/month<br>St Marks Parish Church: <1/month<br>Stand By Me: <1/month",28.0,160.0,54.519768,-6.086365,"Ballymacash Primary School, Lisburn",181.0,Zero,182-186 (40-41%),236.0,50.0,2.5,236 (52%),201.0,241.12925222582663,250.0,456.0,2.5,28.0
401-6503,161.0,2.5,Christ Church Dundonald: <1/month<br>Dundonald Methodist Church: <1/month<br>St Marys Dundonald: <1/month,10.0,16.0,54.593596,-5.793972,"Brooklands Primary School, Belfast",26.0,5 or fewer,44-138 (7-23%),149.5,11.5,18.0,148-151 (24-25%),454.0,122.50839552842348,147.0,606.0,94.0,10.0
401-6615,143.0,10.0,All Saints Parish Church: <1/month<br>Carr Baptist Church: <1/month<br>Legacurry Presbyterian Church: <1/month<br>Other Christian Charities: <1/month,13.0,42.0,54.477051,-6.011664,Riverdale Primary School,29.0,Zero,29-41 (14-20%),76.0,35.0,0.0,76 (37%),117.0,149.78924343123,176.0,203.0,12.0,13.0
401-6636,117.0,15.5,Child Evangelism Fellowship: <1/month<br>Crown Jesus Ministries: <1/month<br>Hope Church: <1/month<br>Maze Presbyterian Church: <1/month<br>Scripture Union: <1/month<br>St James’ Church: <1/month<br>St John's Church: <1/month,22.0,73.0,54.473119,-6.146935,Meadow Bridge Primary School,42.0,Zero,42-46 (15-16%),107.0,62.0,0.0,107 (37%),167.0,182.48144977517725,205.0,289.0,2.5,22.0
401-6649,99.0,78.0,Church of Ireland: <1/month<br>Presbyterian Church: <1/month<br>Scripture Union: <1/month<br>Stand By Me: <1/month,13.0,97.0,54.464066,-6.079264,"Downshire Primary School, Hillsborough",158.0,5 or fewer,165-184 (26-29%),240.0,56.0,7.0,240 (38%),311.0,221.1259741115408,223.0,629.0,19.0,13.0
401-6650,121.0,10.0,Ballynahinch Free Presbyterian Church: <1/month<br>Clough Presbyterian Church: 1-3/month<br>Crown Jesus Ministries: <1/month<br>Moneyslane Free Presbyterian Church: <1/month<br>Scripture Union: <1/month,22.0,69.0,54.290849,-5.8387,"Cumran Primary School, Downpatrick",21.0,Zero,22-37 (12-21%),44.0,8.5,2.5,44 (25%),125.0,165.95930395095095,201.0,179.0,12.0,22.0
401-6681,58.0,5.0,Child Evangelism Fellowship: weekly<br>Hope for Youth Ministries: <1/month<br>Kilmore Presbyterian: <1/month<br>Kilmore and Inch Church of Ireland: <1/month<br>Lissarra Presbyterian: <1/month,46.0,159.0,54.396368,-5.757559,"Glasswater Primary School, Downpatrick",17.0,Zero,15-22 (21-31%),23.0,3.0,0.0,23 (32%),44.0,209.8179259320007,250.0,72.0,3.0,46.0
403-0573,168.0,77.0,De La Salle: <1/month<br>St Joseph's Hannahstown: <1/month,5.0,0.0,54.577994,-6.10549,"Ballymacward Primary School, Lisburn",7.5,5 or fewer,6-9 (7-10%),7.5,0.0,0.0,6-9 (7-10%),2.5,81.79255081147508,109.0,87.0,0.0,5.0
403-0823,166.0,293.5,Clergy - Parish of Glenavy and Killead: monthly<br>St Vincent D’Paul Society: once,10.0,5.0,54.574743,-6.220379,"Ballymacrickett Primary School, Glenavy",9.0,11,9-14 (3-4%),17.5,5.0,0.0,16-19 (5-6%),2.5,104.9399759807808,132.0,315.0,5.0,10.0
403-0897,160.0,338.0,St Patricks Parish Priest: 1-3/month,11.0,19.0,54.511731,-6.041233,"St Joseph's Primary School, Lisburn",15.0,5 or fewer,24-28 (6-7%),45.0,17.0,10.5,45 (11%),9.0,126.29953270914665,151.0,392.0,2.5,11.0
403-1328,165.0,68.0,"Christ The King Church, Drumaness: <1/month<br>Diocesan / Catechetical advisors: <1/month",4.0,0.0,54.353849,-5.872713,"Christ the King Primary School, Drumaness",0.0,5 or fewer,3-6 (4-8%),7.0,3.5,3.5,7 (9%),0.0,65.34860406754147,90.0,75.0,0.0,4.0
403-1350,165.0,26.5,St. Malachy's Church Kilclief (Parish of Kilclief and Strangford): <1/month,2.0,0.0,54.325962,-5.561969,"St Malachy's Primary School, Kilclief",5.0,Zero,5 (15%),6.0,2.5,0.0,6 (18%),0.0,67.87699389691144,94.0,34.0,0.0,2.0
403-1485,159.0,81.0,No External Visitors,0.0,2.0,54.450018,-5.763215,"St Caolan's Primary School, Saintfield",3.0,Zero,4-8 (4-9%),8.0,0.0,2.5,8 (9%),0.0,46.97056274847714,73.0,89.0,2.5,0.0
403-1526,164.0,183.0,"St Patrick's Church, Saul: <1/month",2.0,1.0,54.350441,-5.651708,"St Patrick's Primary School, Saul",2.0,Zero,0-7 (0-4%),5.5,0.0,2.0,4-7 (2-4%),2.0,61.66491223210112,87.0,191.0,2.0,2.0
403-1531,167.0,89.5,"St John The Baptist, Drumaroad: 1-3/month",11.0,3.0,54.321795,-5.896595,"St Francis' Primary School, Drumaroad",2.5,5 or fewer,1-4 (1-4%),2.5,0.0,0.0,1-4 (1-4%),0.0,100.9929573971954,127.0,92.0,0.0,11.0
403-1550,163.0,127.0,No External Visitors,0.0,1.0,54.399452,-5.771698,"St Joseph's Primary School, Crossgar",2.25,Zero,-3-7 (-2-5%),6.5,2.25,0.0,5-8 (4-6%),2.25,56.83281572999748,82.0,136.0,2.25,0.0
403-1628,157.0,196.0,No External Visitors,0.0,24.0,54.638682,-5.836175,"St Patrick's Primary School, Holywood",75.0,5 or fewer,82-86 (26-28%),97.0,11.0,8.5,97 (31%),18.0,135.29957264870546,157.0,311.0,2.5,0.0
403-1660,167.0,476.0,Immaculate Heart of Mary (Parish of Drumbo and Carryduff): <1/month,2.0,4.0,54.529884,-5.885194,"St Joseph's Primary School, Carryduff",19.0,Zero,35-45 (7-9%),44.5,3.0,19.0,43-46 (8-9%),3.0,102.95660810829042,129.0,523.0,3.0,2.0
403-1662,168.0,37.0,No External Visitors,0.0,1.0,54.548288,-5.744129,"St Mary's Primary School, Comber",21.0,Zero,21-25 (25-30%),30.0,6.5,0.0,30 (36%),17.0,93.49803146555018,118.0,84.0,2.5,0.0
403-1663,164.0,184.0,No External Visitors,0.0,1.0,54.234949,-5.909483,"St Joseph's Primary School, Carnacaville",2.5,Zero,1-11 (1-6%),12.0,2.5,0.0,12 (6%),0.0,63.941125496954285,89.0,196.0,7.0,0.0
403-1665,168.0,212.0,"St Patricks, Ballynahinch: <1/month",2.0,1.0,54.403366,-5.896179,"St Patrick's Primary School, Ballynahinch",19.0,5 or fewer,20-28 (8-11%),34.0,7.5,2.5,34 (13%),13.0,94.58069887099911,121.0,259.0,5.0,2.0
403-1671,163.0,34.0,Our Lady of The Assumption Church: <1/month,2.0,1.0,54.241911,-5.952807,"St Patrick's Primary School, Castlewellan",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (3-12%),0.0,56.73325020768456,82.0,34.0,0.0,2.0
403-1673,159.0,77.0,"St Mary's Church, Dunsford (Parish of Dunsford & Ardglass): weekly",32.0,20.0,54.294562,-5.570324,"St Mary's Primary School, Ardglass(Dunsford",2.3333333333333335,Zero,-1-6 (-1-7%),4.5,0.0,0.0,3-6 (4-7%),2.3333333333333335,127.9305876628952,153.0,84.0,2.3333333333333335,32.0
403-1676,168.0,383.0,No External Visitors,0.0,0.0,54.567873,-5.902185,"St Bernards Primary School, Belfast",13.0,Zero,19-29 (5-7%),28.5,2.5,6.0,27-30 (6.5-7.2%),2.5,82.30678732248809,108.0,414.0,7.0,0.0
403-3002,152.0,81.5,No External Visitors,0.0,4.0,54.275735,-5.894014,"St Mary's Primary School, Aughlisnafin",0.0,Zero,0 (0%),2.5,2.5,0.0,1-4 (1-5%),0.0,30.0,54.0,84.0,0.0,0.0
403-3005,168.0,65.0,Stella Maris Church: est. 5-10 visits,6.0,0.0,54.369645,-5.557641,"St Joseph's Primary School, Strangford",8.0,Zero,9-13 (10-15%),13.0,0.0,2.5,13 (15%),8.0,83.81449618829484,111.0,86.0,2.5,6.0
403-3007,152.0,169.0,No External Visitors,0.0,4.0,54.338235,-5.820514,"St Macartan's Primary School, Downpatrick",0.0,5 or fewer,0 (0%),2.5,0.0,0.0,1-4 (1-2%),0.0,30.0,54.0,169.0,0.0,0.0
403-3012,159.0,176.0,No External Visitors,0.0,2.0,54.369514,-5.790895,"Holy Family Primary School, Downpatrick",2.5,5 or fewer,1-8 (1-4%),2.5,0.0,0.0,1-4 (1-2%),0.0,46.97056274847714,73.0,181.0,2.5,0.0
403-3017,161.0,79.0,No External Visitors,0.0,17.0,54.594971,-5.694258,"St Finian's Primary School, Newtownards",38.0,Zero,48-56 (29-34%),73.0,17.0,10.0,73 (45%),11.0,125.24704719832526,149.0,163.0,8.0,0.0
403-3028,164.0,111.0,St Patrick's Parish Ballygalget: <1/month,2.0,1.0,54.406776,-5.496683,"St Patrick's Primary School, Ballygalget",4.5,5 or fewer,3-6 (3-5%),4.5,0.0,0.0,3-6 (3-5%),2.5,61.66491223210112,87.0,118.0,0.0,2.0
403-3036,167.0,60.0,"St. Mary Star of The Sea Church, Killyleagh: termly",3.0,0.0,54.405495,-5.649301,"St Mary's Primary School, Killyleagh",7.5,Zero,6-23 (7-27%),21.5,0.0,0.0,20-23 (24-27%),2.5,76.47580015448901,103.0,84.0,14.0,3.0
403-3037,168.0,37.5,"St Patrick & St Joseph's , Ballykinlar: 1-3/month",11.0,0.0,54.268804,-5.784604,"St Joseph's Primary School, Tyrella",2.5,Zero,1-4 (2-10%),2.5,0.0,0.0,1-4 (2-10%),0.0,89.27562736909665,115.0,40.0,0.0,11.0
403-3040,167.0,231.0,St Patrick's (Downpatrick): <1/month,2.0,0.0,54.33415,-5.705394,"St Brigid's Primary School, Downpatrick",9.0,5 or fewer,12-15 (5-6%),16.0,3.5,3.5,16 (6%),0.0,80.8592829940284,106.0,247.0,0.0,2.0
403-3306,161.0,346.0,St Patrick's Parish Lisburn: <1/month,2.0,17.0,54.509904,-6.066166,"St Aloysius Primary School, Lisburn",29.0,18,41-47 (9-11%),68.0,21.0,12.0,68 (16%),22.0,124.4598680216454,149.0,436.0,6.0,2.0
403-3307,168.0,374.0,Diocese of Down & Connor (Parish Priests of Derriaghy Parish & Pastoral Community): <1/month,2.0,0.0,54.529525,-6.030401,"St Colman's Primary School, Lisburn",6.0,Zero,6-11 (2-3%),14.5,2.5,0.0,13-16 (3-4%),2.5,88.74237539176184,115.0,391.0,5.0,2.0
403-6016,167.0,56.0,"St. Joseph's Church, Killough: est. 5-10 visits",6.0,0.0,54.254928,-5.645171,"St Joseph's Primary School, Killough",2.5,Zero,2-8 (3-13%),2.5,0.0,2.5,1-4 (2-7%),0.0,73.45112196480086,100.0,61.0,0.0,6.0
403-6036,152.0,177.0,No External Visitors,0.0,4.0,54.235801,-6.029298,"St Malachy's Primary School, Kilcoo",0.0,Zero,0 (0%),2.5,0.0,0.0,1-4 (1-2%),0.0,30.0,54.0,177.0,0.0,0.0
403-6113,161.0,152.0,"St Nicholas, Ardglass: weekly",32.0,17.0,54.263986,-5.613217,"St Nicholas' Primary School, Downpatrick",2.5,5 or fewer,1-8 (1-5%),2.5,0.0,0.0,1-4 (1-3%),0.0,126.44895022756856,149.0,157.0,2.5,32.0
403-6133,165.0,114.0,No External Visitors,0.0,0.0,54.260199,-5.84121,"Sacred Heart Primary School, Newcastle",5.0,Zero,2-9 (2-7%),12.5,5.0,0.0,11-14 (9-11%),2.5,67.94733192202055,94.0,129.0,2.5,0.0
403-6146,160.0,237.0,"St. Comgall's, Bangor: <1/month",2.0,19.0,54.658608,-5.681649,"St Comgall's Primary School, Bangor",17.0,Zero,19-56 (6-18%),67.5,13.0,3.0,66-69 (21-22%),3.0,126.71952577771803,151.0,307.0,34.0,2.0
403-6148,114.0,107.0,Parish Priest – St Comgall's Parish Bangor: <1/month,2.0,78.0,54.645514,-5.690498,"St Malachy's Primary School, Bangor",145.0,Zero,154-158 (39-40%),193.0,35.0,10.5,193 (49%),92.0,205.9393835008713,209.0,392.0,2.5,2.0
403-6182,168.0,362.0,St Patrick's Church & Youth Initiatives: <1/month,2.0,0.0,54.31617,-5.71159,St Colmcille's Primary School,7.0,5 or fewer,7-14 (2-4%),23.5,11.0,2.6666666666666665,22-25 (5.7-6.4%),2.6666666666666665,88.74237539176184,114.0,388.0,2.6666666666666665,2.0
403-6285,167.0,341.0,"Church of The Nativity, Poleglass Belfast: <1/month",2.0,0.0,54.567054,-6.026504,"Good Shepherd Primary School, Belfast",2.25,5 or fewer,6-16 (2-4%),15.5,2.25,9.0,14-17 (4-5%),2.25,74.84045792213396,101.0,359.0,2.25,2.0
403-6428,148.0,105.0,Parish of Ardkeen: weekly,32.0,36.0,54.486281,-5.535827,"St Mary's Primary School, Kircubbin",17.0,11,17 (13%),20.0,2.5,0.0,20 (15%),6.5,139.7196427263596,170.0,131.0,0.0,32.0
403-6454,164.0,368.0,"St Malachy's, Castlewellan: <1/month",2.0,1.0,54.257448,-5.944932,"St Malachy's Primary School, Castlewellan",1.75,5 or fewer,-1-6 (-0-2%),7.0,1.75,1.75,7 (2%),10.0,63.86246693120079,89.0,385.0,1.75,2.0
403-6455,160.0,150.0,The Parish of Bright: weekly,32.0,19.0,54.286634,-5.719203,"St Patrick's Primary School, Legamaddy",1.6666666666666667,5 or fewer,-3-4 (-2-3%),5.0,1.6666666666666667,0.0,5 (3%),0.0,127.9305876628952,151.0,155.0,1.6666666666666667,32.0
403-6480,166.0,326.0,"Christ The Redeemer, Belfast: <1/month",2.0,0.0,54.561768,-6.02962,St Kieran's Primary School,2.5,5 or fewer,10-13 (3-4%),16.5,5.0,9.0,15-18 (4-5%),2.5,73.20493798938574,98.0,345.0,0.0,2.0
403-6530,165.0,154.0,"St Patrick's Parish, Portaferry: <1/month",2.0,0.0,54.379978,-5.542988,"St Mary's Primary School, Portaferry",2.6666666666666665,5 or fewer,0-7 (0-4%),5.5,0.0,0.0,4-7 (2-4%),2.6666666666666665,67.87699389691144,94.0,162.0,2.6666666666666665,2.0
403-6591,155.0,322.0,Our Lady Queen of Peace Catholic Church: weekly,32.0,27.0,54.556017,-6.012537,"Our Lady Queen of Peace Primary School, Belfast",5.0,5 or fewer,6-10 (2-3%),15.0,5.0,2.5,15 (4%),5.0,137.7330032998245,160.0,342.0,2.5,32.0
403-6618,164.0,670.0,"Christ The Redeemer Church, Lagmore: <1/month",2.0,1.0,54.550806,-6.031246,"Christ The Redeemer Primary School, Dunmurry",2.0,5 or fewer,6-10 (0.9-1.5%),9.5,2.0,6.0,8-11 (1-2%),2.0,61.66491223210112,87.0,682.0,0.0,2.0
403-6635,167.0,346.0,No External Visitors,0.0,0.0,54.216485,-5.8951,"St Mary's Primary School, Newcastle",14.0,Zero,16-29 (4-8%),28.5,3.3333333333333335,3.3333333333333335,27-30 (7-8%),3.3333333333333335,78.0,103.0,377.0,7.0,0.0
403-6642,120.0,606.0,DID NOT RESPOND TO SURVEY,,120.0,54.543169,-5.915972,"St Ita's Primary School, Belfast",58.0,,95-102 (13-14%),110.5,10.0,40.0,109-112 (15-16%),2.5,200.0,120.0,719.0,2.5,https://parentsforinclusiveeducationni.org/
403-6693,143.0,318.0,"St Patrick's Parish, Downpatrick: weekly",32.0,43.0,54.326459,-5.708743,"Our Lady & St Patrick Primary School, Downpatrick",20.0,11,23-30 (6-8%),48.5,20.0,5.0,47-50 (13-14%),3.0,153.89673119174694,177.0,369.0,3.0,32.0
403-6702,168.0,520.0,St Luke's Church Twinbrook: <1/month,2.0,0.0,54.5558,-6.023956,"Holy Evangelist Primary School, Belfast",2.5,5 or fewer,9-17 (2-3%),18.5,3.0,8.0,17-20 (3-4%),2.5,82.25578117937447,108.0,541.0,5.0,2.0
404-6600,152.0,183.5,No External Visitors,0.0,4.0,54.550147,-6.026069,Scoil Na Fuiseoige,2.5,5 or fewer,1-4 (1-2%),2.5,0.0,0.0,1-4 (1-2%),0.0,30.0,54.0,186.0,0.0,0.0
404-6648,166.0,97.0,Diocesan / Catechetical advisors: <1/month,2.0,6.0,54.254314,-5.938197,"Bunscoil Bheanna Boirche, Castlewellan",29.0,7,29-51 (19-34%),49.5,0.0,0.0,48-51 (32-34%),2.5,106.56929634557927,133.0,149.0,20.5,2.0
405-1569,143.0,31.0,Cardy Gospel Hall: <1/month,4.0,42.0,54.487014,-5.532558,"Kircubbin Integrated Primary School, Newtownards",75.0,Zero,76-80 (38-40%),85.0,5.0,2.5,85 (43%),82.0,147.742399870534,176.0,198.0,2.5,4.0
405-1601,160.0,30.0,"Church of Ireland, Portaferry: <1/month<br>Elim Dundonald: <1/month<br>Methodist Church, Portaferry: <1/month",10.0,19.0,54.383369,-5.542231,Portaferry Integrated Primary School,18.0,5 or fewer,18-22 (25-31%),25.0,4.5,0.0,25 (35%),17.0,116.73269279804472,151.0,72.0,2.5,10.0
405-1680,76.0,48.0,"Bangor Community Church: <1/month<br>Bangor Parish Church: termly<br>City Church, Bangor: <1/month<br>Hamilton Road Baptist Church: termly<br>Hamilton Road Presbyterian Church: termly<br>Scripture Union: <1/month<br>Trinity Presbyterian Church: <1/month",23.0,130.0,54.657316,-5.663062,Bangor Central Integrated Primary School,166.0,5 or fewer,188-211 (40-44%),249.0,38.0,22.0,249 (52%),178.0,233.51997745511028,241.0,475.0,23.0,23.0
405-3009,166.0,23.0,No External Visitors,0.0,0.0,54.26607,-5.919589,"Annsborough Integrated Primary School, Castlewellan",6.0,Zero,3-10 (9-29%),8.5,0.0,0.0,7-10 (21-29%),2.5,73.26661530556787,98.0,34.0,2.5,0.0
405-3020,160.0,84.0,Holy Trinity Parish Glencraig C.O.I.: <1/month,4.0,19.0,54.662205,-5.766415,"Glencraig Integrated Primary School, Holywood",47.0,5 or fewer,48-52 (21-22%),66.0,14.0,2.5,66 (28%),83.0,126.0,151.0,233.0,2.5,4.0
405-3024,84.0,64.0,Cairnshill Methodist Belfast: <1/month<br>Holy Trinity Church Drumbo: <1/month<br>Knockbreda Parish Belfast: <1/month<br>Saintfield Road Presbyterian Church Belfast: <1/month<br>Scripture Union: <1/month,17.0,119.0,54.552642,-5.902086,"Cairnshill Integrated Primary School, Belfast",142.0,5 or fewer,191-210 (34-38%),270.0,60.0,49.0,270 (49%),221.0,236.34848674047828,236.0,555.0,19.0,17.0
405-3308,128.0,45.0,"Forthill Gospel Hall, Lisburn: <1/month<br>Methodist Church – Seymour Street, Lisburn: <1/month<br>Other Christian Charities: <1/month<br>Salt Factory: <1/month<br>Scripture Union: <1/month",16.0,60.0,54.514623,-6.031767,"Fort Hill Integrated Primary School, Lisburn",47.0,Zero,58-62 (24-26%),93.0,31.0,12.5,93 (39%),99.0,163.74377325917806,193.0,237.0,2.5,16.0
405-6541,128.0,91.0,Humanists: <1/month<br>Newcastle Baptist Church: <1/month<br>Newcastle Methodist Church: <1/month<br>Newcastle Presbyterian Church: <1/month<br>Shimna Gospel Hall: <1/month<br>St John's Church of Ireland (Newcastle): <1/month,18.0,60.0,54.198921,-5.890629,"All Children's Integrated Primary School, Newcastle",55.0,Zero,56-63 (26-30%),90.0,27.0,2.5,90 (42%),32.0,164.3106908805166,193.0,213.0,5.5,18.0
405-6709,139.0,21.0,Hope for Youth Ministries: 4 or 5 visits<br>Humanists: once<br>Killyleagh Presbyterian: <1/month<br>Kilmore Baptist: <1/month,12.0,47.0,54.405781,-5.657495,"Killyleagh Integrated Primary School, Downpatrick",34.0,Zero,34-38 (30-34%),43.0,6.5,0.0,43 (38%),48.0,142.41676457507998,182.0,112.0,2.5,12.0
405-6710,136.0,2.5,1st Newtownards Presbyterian Church: <1/month<br>Ards Evangelical Church: <1/month<br>Free Presbyterian Kids: <1/month<br>Scrabo Hall: <1/month<br>Scripture Union: <1/month,16.0,51.0,54.57981,-5.64334,"Loughries Integrated Primary School, Newtownards",22.0,Zero,19-26 (25-35%),34.5,10.0,0.0,33-36 (44-48%),38.0,144.43839497541092,185.0,75.0,2.5,16.0
406-6579,133.0,182.0,Scripture Union: <1/month,3.0,54.0,54.569028,-5.875698,"Loughview Integrated Primary School, Belfast",113.0,Zero,114-117 (24-25%),122.0,6.5,2.5,122 (26%),169.0,172.11929755259172,188.0,473.0,0.0,3.0
406-6588,158.0,87.0,No External Visitors,0.0,23.0,54.393736,-5.764832,"Cedar Integrated Primary School, Crossgar",49.0,Zero,50-59 (23-27%),65.0,7.5,2.5,65 (30%),64.0,133.2279032045115,155.0,216.0,6.0,0.0
406-6611,156.0,96.0,No External Visitors,0.0,25.0,54.543357,-6.020215,Oakwood Integrated Primary School,48.0,Zero,57-66 (27-31%),77.0,11.0,9.0,77 (36%),40.0,137.3312629199899,158.0,213.0,9.0,0.0
